Nombre,Marca,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Batería,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua
lavadora,Bosch,8831582,31014.301203643405,118456.93506020788,2003,,,,,,,
audifonos,Bose,9981602,12877.606715932647,381.32494792140324,2022,,,,WiFi,,,
mouse,Microsoft,9993398,33803.298284363875,292.73865371585174,2014,,,,,,,
secadora,Samsung,1570325,48024.18722724309,124677.44983207008,2019,,,,,,,
televisores,Sony,1642075,17864.20089009518,85363.55334294212,2001,,4K,,,,,
smart watch,Fitbit,7452989,44249.77453017496,62.57202850764102,2020,8406.0,,LCD,NFC,,,None
laptop,Lenovo,6261714,12061.954262215817,6783.287000136983,2004,2889.0,,OLED,NFC,16GB,1TB,
secadora,Bosch,8686357,43412.50769532748,115724.67305071748,2020,,,,,,,
camara,Panasonic,8651605,8712.491986981291,1055.721856230849,2021,,,,,,,
mouse,Microsoft,785911,46502.611536486955,202.7030507354282,2021,,,,,,,
camara,Sony,6255602,37277.56018680108,4081.330115193128,2010,,8K,,,,,
secadora,LG,5382295,10551.662137126756,129107.55120437163,2018,,,,,,,
lavadora,LG,8027977,40628.35475924462,106317.79071988804,2009,,,,,,,
parlante,Bose,2910556,33341.2486914249,2860.4151022963565,2021,,,,4G,,,
lavadora,Samsung,4567075,33079.4952512454,141956.92645384735,2001,,,,,,,
secadora,LG,3977497,30860.57753801099,134742.52819605093,2011,,,,,,,
nevera,Samsung,5982355,45974.74700428412,290755.9831242927,2020,,,,,,,
lavadora,LG,4883817,40600.76731853845,133174.79898755468,2004,,,,,,,
audifonos,Sony,2905537,4687.770196211126,302.5548380548786,2019,,,,,,,
teclado,Logitech,6742204,38298.15080920735,1118.8369614465232,2010,,,,,,,
smart watch,Samsung,7720301,24910.039364063006,113.54217113002957,2020,,,LED,WiFi,,,None
smart watch,Apple,6847360,36265.91554616878,62.07116857307539,2014,,,,5G,,,IP67
tablet,Samsung,95035,6741.705675996077,556.5990002550639,2019,6195.0,,LCD,WiFi,16GB,128GB,
parlante,Bose,7634111,4476.454731707806,3373.3361205192114,2016,,,,,,,
lavadora,LG,3175353,1393.2756759389808,131814.15634390313,2012,,,,,,,
cargador,Apple,159658,34146.368000711176,58.19523514560565,2009,,,,,,,
celular,Apple,9615513,47534.76480392034,218.09602144482972,2021,9421.0,,,NFC,16GB,1TB,IP68
cpu,IBM,3563176,194.52391917229502,5827.737812158846,2017,,,,,,,
cargador,Samsung,7311846,40956.93290896745,54.58402806024482,2015,,,,,,,
televisores,LG,5572191,13642.340634622367,168114.34019915125,2007,,8K,,,,,
televisores,TCL,4057049,32288.116045016908,127405.72937132366,2010,,,LED,,,,
celular,Huawei,6191092,38711.73838128182,430.247444374676,2022,3055.0,,,,32GB,64GB,IP67
televisores,TCL,2484749,9402.623653332965,154745.5369542658,2003,,4K,,,,,
audifonos,Sony,8479046,48895.619781951085,379.2641178414828,2006,,,,5G,,,
mouse,Logitech,6462666,43197.28883162922,178.93345869217416,2019,,,,,,,
cpu,Intel,6775871,17215.307045991645,5858.372556118106,2013,,,,,,,
monitor,Dell,6810880,34676.6861326244,17005.46489606023,2000,,4K,LED,,,,
smart watch,Garmin,2987653,29188.818703501027,114.68049792392736,2009,2874.0,,LCD,WiFi,,,
camara,Canon,6671561,23095.93083511476,4463.5280487222335,2006,,8K,,,,,
laptop,Lenovo,3258181,271.0225044294742,4456.672196619198,2013,9380.0,,,NFC,16GB,,
audifonos,Sony,8089138,37913.62074449515,224.30897937316337,2013,,,,Bluetooth,,,
lavadora,Samsung,7772652,11647.687133845158,112096.69241066813,2019,,,,,,,
cargador,Anker,8193293,19266.163659874666,182.05951117128254,2000,,,,,,,
monitor,LG,2216546,24177.04777228876,16426.637000331422,2014,,8K,OLED,,,,
laptop,Dell,3504740,14175.653925871335,5084.6622221052585,2008,,,LED,5G,8GB,128GB,
tablet,Samsung,9827531,40943.643105910305,260.57250734124,2021,9005.0,,LCD,4G,32GB,,
audifonos,Sony,6025070,29190.76231672506,224.33292819568317,2011,,,,WiFi,,,
parlante,JBL,3771245,3996.5784264411463,1911.4060157593499,2020,,,,Bluetooth,,,
secadora,Samsung,4682908,8322.72987832017,143220.21087699896,2013,,,,,,,
smart watch,Fitbit,7285452,18665.671868062174,135.75499513675715,2004,6962.0,,LED,NFC,,,IP68
cpu,Qualcomm,7355380,21595.45453559233,10155.15186270159,2023,,,,,,,
celular,Xiaomi,1027404,15542.164479638584,392.6163558627106,2022,8046.0,,,NFC,8GB,512GB,
audifonos,Sennheiser,2199698,24778.6050202745,137.66546994962044,2017,,,,5G,,,
nevera,GE,5620909,9773.037979913668,272928.6209544245,2023,,,,,,,
tablet,Apple,9915138,38893.797512515,601.8279748837266,2001,,,OLED,NFC,32GB,64GB,
parlante,Bose,2112899,26283.157365889372,3718.673253831324,2007,,,,4G,,,
cpu,AMD,1172252,40204.46886631164,13498.951275571399,2013,,,,,,,
laptop,Dell,4739594,46437.73325272365,5432.034571981889,2015,1064.0,,LED,Bluetooth,4GB,,
celular,Apple,1204991,16209.527948120816,290.32906859607124,2018,6285.0,,,NFC,4GB,64GB,IP67
parlante,LG,2798434,32052.190114184657,1053.5708123858858,2000,,,,Bluetooth,,,
cpu,AMD,3337908,37988.238588589884,8031.067775764248,2000,,,,,,,
nevera,Samsung,1110911,7455.294878936115,170696.1281972433,2015,,,,,,,
tablet,Amazon,5273723,34861.24031968228,674.3058334093444,2022,6726.0,,LED,Bluetooth,16GB,1TB,
camara,Panasonic,9446456,5393.923162257162,2990.542243147846,2014,,8K,,,,,
cargador,Apple,7093288,7149.754639291785,115.32841640647828,2012,,,,,,,
televisores,LG,8368089,21124.727851274056,198734.3423876576,2022,,8K,LED,,,,
celular,Samsung,3887714,31741.20103694,453.3158318235524,2013,1237.0,,,5G,4GB,512GB,
monitor,HP,5713334,14721.417106801291,13955.632780518485,2021,,,LED,,,,
nevera,Samsung,5566077,9851.446350463983,243178.2724463425,2006,,,,,,,
camara,Panasonic,4722458,34331.7536250862,4860.602888867271,2008,,8K,,,,,
teclado,Razer,6723685,36669.84862028762,2994.8694099521645,2000,,,,,,,
parlante,Sony,2404077,19062.65061385531,3059.644333789048,2001,,,,4G,,,
mouse,HP,487526,25883.781314553275,384.0349235716186,2013,,,,,,,
nevera,GE,8513128,26556.81252565769,290909.88610155747,2022,,,,,,,
lavadora,Samsung,774257,21844.12838364748,140939.97484644907,2002,,,,,,,
audifonos,Beats,4825926,18806.060408553032,356.52592348149585,2011,,,,5G,,,
tablet,Huawei,6167944,48820.49225946433,449.69904387387646,2011,6448.0,,,Bluetooth,4GB,512GB,
mouse,Microsoft,9469482,4531.975707576079,304.5469043473778,2005,,,,,,,
tablet,Huawei,9955724,48772.673350799036,518.3989345775759,2001,6961.0,,,4G,8GB,64GB,
cargador,Belkin,2492012,32066.606740614967,190.15230240687933,2005,,,,,,,
camara,Panasonic,3574123,15870.5911228497,1552.5629226719295,2001,,8K,,,,,
tablet,Huawei,1352078,30548.70900521432,319.32288180094275,2004,2526.0,,LED,5G,,64GB,
teclado,Logitech,1043828,28801.12346569297,962.0821270315914,2010,,,,,,,
camara,Panasonic,5137798,25095.637971777807,2722.36350009873,2001,,4K,,,,,
monitor,Samsung,1378731,16102.921653591617,7126.952833921918,2017,,,LED,,,,
cargador,Anker,5746767,32188.760032198996,164.05145829174117,2021,,,,,,,
lavadora,Samsung,5863272,300.2532676650967,149219.0074582086,2023,,,,,,,
audifonos,Sony,9506633,43254.37035247768,176.04171770028466,2020,,,,4G,,,
camara,Canon,3088111,20574.078285343894,2610.953574240563,2007,,8K,,,,,
nevera,Samsung,4715816,26074.84318993508,193911.43350076536,2007,,,,,,,
camara,Canon,145766,47288.843008625096,4066.6283991497753,2019,,,,,,,
secadora,Bosch,2002819,31204.558103590625,126670.04448459699,2005,,,,,,,
cargador,Samsung,1445803,27959.687675404697,188.09267904104533,2014,,,,,,,
parlante,Bose,719571,20862.9027941461,2313.4936452285824,2008,,,,4G,,,
audifonos,Sennheiser,5250106,46407.160554888,218.8125556681445,2018,,,,5G,,,
laptop,Apple,1198620,24816.221951942814,5009.280725259038,2002,,,OLED,,8GB,1TB,
celular,Apple,5393807,40105.917536712084,497.27001628731585,2017,,,,Bluetooth,8GB,1TB,IP68
audifonos,Sony,6939374,10598.607764796858,195.21200208585105,2005,,,,NFC,,,
parlante,Sony,6267789,44546.349768721084,3486.0735228384133,2017,,,,NFC,,,
lavadora,Bosch,3606236,27688.365464347313,135136.13214386383,2008,,,,,,,
lavadora,LG,3074075,48093.71487816556,129555.4135207139,2016,,,,,,,
laptop,HP,3865068,49130.616003802636,3849.297128848954,2011,,,LCD,NFC,,,
lavadora,Bosch,1109774,28715.653509486914,136727.7422704716,2011,,,,,,,
camara,Panasonic,3236894,29404.728358534398,3025.245272079502,2006,,,,,,,
camara,Sony,1057667,26320.55635276731,901.3883586411389,2005,,,,,,,
monitor,Dell,6847518,20161.066098966014,13506.913353167492,2020,,1080p,OLED,,,,
mouse,Logitech,2862720,44588.490103473836,451.1909290554587,2003,,,,,,,
cpu,Intel,1384751,49995.55293120815,17104.61545358035,2012,,,,,,,
mouse,Logitech,8792042,32455.45223660174,310.4107506005718,2005,,,,,,,
audifonos,Sony,6235687,7657.201748542383,267.0076748308021,2019,,,,WiFi,,,
nevera,Whirlpool,8539448,36554.42649334263,220727.67848675654,2006,,,,,,,
televisores,Sony,7427960,19146.94682531686,180474.44592171576,2003,,4K,,,,,
secadora,LG,1492648,46782.22165353073,127635.09219614803,2016,,,,,,,
celular,Samsung,5328003,34483.351474499876,397.7964274827506,2002,9954.0,,,WiFi,32GB,512GB,
monitor,Samsung,3672466,27639.916076724807,5785.769003124848,2019,,4K,LCD,,,,
celular,Samsung,5084082,7639.868641285144,207.8981272472601,2020,,,,,8GB,256GB,
parlante,LG,1451722,6547.709857476544,4420.062365890832,2023,,,,,,,
lavadora,Whirlpool,460075,15152.135098535891,136464.89150639658,2014,,,,,,,
celular,Samsung,7869935,40554.795252173324,448.418577967203,2004,2568.0,,,4G,32GB,1TB,None
lavadora,Whirlpool,7377357,20426.37457702222,120342.92262460687,2023,,,,,,,
tablet,Apple,9062917,4723.808886580239,598.5790270721677,2008,,,LCD,4G,,512GB,
smart watch,Apple,6465685,6809.88004481526,142.19511524159103,2005,7197.0,,OLED,4G,,,IP68
camara,Panasonic,3506274,22929.617787502033,4326.870221874295,2006,,4K,,,,,
cargador,Apple,4277252,9127.341954587464,102.78999131587972,2023,,,,,,,
parlante,Sony,9396225,41378.91544755267,3617.813495810992,2007,,,,WiFi,,,
televisores,Sony,1213807,34587.16578662167,64945.954523080065,2015,,4K,LCD,,,,
parlante,LG,4910488,41880.91671700607,1433.0241750241767,2021,,,,WiFi,,,
secadora,LG,7068485,30616.17259601477,145015.9771700485,2018,,,,,,,
televisores,Sony,9868566,37551.740392443484,190161.4634078498,2021,,,OLED,,,,
televisores,TCL,4632292,45429.24337085519,171248.03091457352,2003,,4K,OLED,,,,
cargador,Samsung,5941367,43087.26374540926,134.07676960357045,2023,,,,,,,
teclado,Logitech,9357865,4121.391786144571,991.161678522819,2003,,,,,,,
televisores,Sony,4062957,12923.551303368748,97406.50648657029,2009,,1080p,,,,,
secadora,Samsung,4407248,35846.77163036117,107235.86404334733,2010,,,,,,,
nevera,LG,9105796,24680.511088306477,299419.8670905115,2021,,,,,,,
secadora,Samsung,5638994,21418.436462504924,136534.8408791295,2003,,,,,,,
laptop,HP,968664,28237.119926360963,2015.305614187761,2015,,,LCD,5G,16GB,128GB,
tablet,Amazon,5408614,16453.519314703382,209.86246937715325,2014,,,OLED,NFC,8GB,64GB,
parlante,JBL,9518929,459.7441778696046,1124.6429787350323,2013,,,,4G,,,
teclado,Logitech,1223556,14929.174672426692,1555.3243979445956,2016,,,,,,,
tablet,Apple,4277235,41062.9958420078,575.5045183959362,2021,,,LED,Bluetooth,16GB,256GB,
cpu,Qualcomm,6016424,40378.3788694314,17057.68995225017,2009,,,,,,,
monitor,HP,5814831,42134.00762052094,16907.938771185123,2008,,,LED,,,,
secadora,Bosch,7326098,40397.893829306726,124387.8246298462,2009,,,,,,,
cargador,Samsung,9350156,29265.162291973014,172.41736282404128,2012,,,,,,,
laptop,HP,8103159,11344.851662095914,3963.487100570872,2011,,,LED,5G,32GB,512GB,
parlante,Sony,7890982,10528.970039686381,2945.8248321868405,2015,,,,Bluetooth,,,
lavadora,Whirlpool,7859215,14977.2375435043,133519.19327319262,2003,,,,,,,
secadora,Bosch,3165938,33992.34110935893,107742.61880482877,2005,,,,,,,
lavadora,Bosch,1368219,35784.97730649268,148598.52879763843,2004,,,,,,,
mouse,HP,5574940,35864.98931862584,104.88499058148429,2011,,,,,,,
smart watch,Garmin,3132793,31948.988456073657,154.67668953894952,2020,,,LCD,4G,,,None
televisores,LG,6586145,2380.4206120849512,155576.99287848204,2007,,4K,OLED,,,,
televisores,Samsung,4291044,15793.2947217726,196284.2205090338,2010,,,OLED,,,,
celular,Huawei,4056758,24855.065628680244,211.5233949594661,2005,,,,4G,4GB,,
laptop,Dell,5452814,28921.807453686717,5185.80787895986,2016,3313.0,,LCD,Bluetooth,32GB,64GB,
cargador,Apple,5980217,43832.87933498547,103.50579003894356,2015,,,,,,,
monitor,Samsung,1947972,21137.06967958954,7149.369009731576,2022,,1080p,OLED,,,,
lavadora,Bosch,8793170,37318.55947000801,109446.72169769029,2016,,,,,,,
cargador,Samsung,3143444,13914.428318281622,87.57283311095694,2016,,,,,,,
teclado,Microsoft,3697528,48007.06510012425,585.8206552288304,2013,,,,,,,
celular,Huawei,7943110,755.8668623526661,383.21059762308465,2004,9450.0,,,4G,32GB,64GB,None
smart watch,Apple,1005526,22552.352855745175,162.79855302906697,2008,6243.0,,LED,Bluetooth,,,
parlante,Bose,1243269,2169.899462355198,3300.893363117966,2001,,,,,,,
lavadora,Bosch,8470521,46076.106764305834,133413.77731459783,2023,,,,,,,
tablet,Amazon,6275730,43500.1744798345,600.8744654880363,2003,,,OLED,NFC,4GB,128GB,
lavadora,Samsung,2905820,23951.922187679516,116957.45337485222,2021,,,,,,,
secadora,Whirlpool,8644519,35722.93486523677,149107.79417466721,2016,,,,,,,
smart watch,Garmin,8302470,47511.24489949268,164.3270189823021,2014,,,,5G,,,IP67
tablet,Apple,6784319,24498.326737958403,640.7233703589749,2017,,,LCD,5G,4GB,512GB,
laptop,Apple,7754134,49291.562495606886,6818.9477271552,2023,,,LCD,WiFi,4GB,,
camara,Panasonic,8807631,48177.403619231234,3562.7245695000242,2003,,1080p,,,,,
laptop,Dell,1994341,5515.578818348349,6032.0427079318115,2012,,,OLED,5G,,512GB,
camara,Nikon,2581438,3009.8011737849065,1165.0551761688494,2019,,8K,,,,,
televisores,Samsung,6599550,32013.058614579644,65204.95582758768,2021,,,LCD,,,,
monitor,Dell,959138,32009.581740985515,18066.64837965766,2017,,8K,,,,,
nevera,LG,7969831,48121.48686838685,152810.50098849682,2004,,,,,,,
nevera,Samsung,7334753,27929.72473128949,242537.58073848253,2000,,,,,,,
televisores,LG,6614542,12320.58381425227,178780.5605148567,2002,,1080p,OLED,,,,
cargador,Anker,1853282,25252.03417484505,95.29896108937672,2008,,,,,,,
celular,Apple,8598256,24801.126506405137,407.20081188425394,2008,7806.0,,,NFC,4GB,256GB,None
parlante,LG,8885791,18066.786474031025,1189.2623858961038,2014,,,,NFC,,,
parlante,Sony,165685,38540.10970369256,4494.037080661123,2015,,,,5G,,,
nevera,GE,4039038,15404.392985327895,246766.55872923986,2006,,,,,,,
laptop,HP,7598562,37010.41867804971,6546.062992630155,2006,9046.0,,,WiFi,4GB,512GB,
teclado,Corsair,583977,4380.949830490119,567.9201838041752,2019,,,,,,,
nevera,GE,8388732,26894.353712236596,193437.02373769815,2015,,,,,,,
monitor,Samsung,2403283,44552.37256613662,14826.741750093837,2016,,4K,,,,,
celular,Huawei,2503167,11781.80088360497,484.94926924734654,2020,7484.0,,,NFC,8GB,512GB,IP68
monitor,LG,3603660,21515.011072309622,16373.419865411604,2022,,1080p,OLED,,,,
teclado,Corsair,2774560,15407.800003198541,1633.5501380315275,2000,,,,,,,
smart watch,Fitbit,3237730,15242.561423245954,116.07239562324538,2023,8692.0,,LED,4G,,,IP67
lavadora,Samsung,8646222,45543.98175412263,121497.41017049011,2011,,,,,,,
lavadora,Whirlpool,9704184,42681.91973660887,143526.40411083563,2022,,,,,,,
camara,Sony,7470603,27441.69300007336,2291.0373453601605,2016,,8K,,,,,
tablet,Apple,6576533,23641.727973964964,548.4465827531242,2011,,,LED,4G,4GB,256GB,
secadora,Bosch,6823465,7483.008111980827,125389.80083548324,2022,,,,,,,
televisores,Sony,3084665,8493.170538138984,165785.10205310123,2004,,,LED,,,,
teclado,Razer,7649994,13234.177052490297,2634.6074582938277,2012,,,,,,,
cpu,IBM,1233796,27266.359881594202,13383.116348843787,2008,,,,,,,
lavadora,Bosch,1276083,23251.416322381,104994.82865663219,2005,,,,,,,
smart watch,Garmin,2685394,34319.42322998801,155.735633327801,2016,4240.0,,LCD,5G,,,
camara,Panasonic,4682836,24344.89592569283,4369.983646377972,2012,,,,,,,
celular,Huawei,645080,21651.563819278963,174.97603131783222,2012,8528.0,,,5G,16GB,512GB,IP68
cargador,Apple,7360725,4653.212717620682,98.64797030378577,2002,,,,,,,
nevera,Whirlpool,1808897,37507.31806085016,166265.81777033687,2004,,,,,,,
parlante,Bose,4597554,16242.180885244517,2193.0825698088865,2022,,,,4G,,,
mouse,Razer,2696215,6083.62161970581,316.4897813216651,2004,,,,,,,
lavadora,Whirlpool,8375470,42504.80377888577,147182.83370300813,2001,,,,,,,
monitor,Samsung,2504951,41158.48597233888,8644.596612718844,2023,,4K,LED,,,,
laptop,Apple,5891711,23537.50187758918,3138.499643538604,2018,,,LED,WiFi,4GB,128GB,
monitor,Dell,5130635,22436.605469173923,15437.642584076622,2003,,4K,LED,,,,
monitor,HP,5703832,13815.894498199725,9776.93719233105,2014,,4K,OLED,,,,
mouse,Microsoft,9645150,48824.70912743138,422.2356479807409,2016,,,,,,,
cargador,Anker,7585232,2145.732854165593,121.39253947982897,2003,,,,,,,
cargador,Apple,4362340,48114.3256819119,171.10183388426924,2006,,,,,,,
laptop,Dell,9731206,48893.516308247265,6031.823966896658,2001,,,LED,WiFi,4GB,,
parlante,LG,3416390,7236.584550040015,3233.539137112535,2008,,,,Bluetooth,,,
secadora,Bosch,3475291,3922.907195642728,144955.85426085684,2004,,,,,,,
mouse,Logitech,6071517,6916.667190376007,129.71139651028616,2018,,,,,,,
laptop,Apple,946264,15641.939084489362,3310.945460940299,2015,,,LED,WiFi,,64GB,
secadora,Samsung,3808324,48211.57585409563,139276.2033170414,2000,,,,,,,
lavadora,Bosch,3812184,27585.3326489867,137760.92241488476,2013,,,,,,,
tablet,Amazon,864799,36127.736741915236,624.9855939797982,2017,4859.0,,,,4GB,64GB,
laptop,Apple,4079073,2240.5906923456864,5040.794053073369,2007,,,,4G,4GB,256GB,
televisores,Samsung,2822095,987.347414871212,126176.93471986205,2008,,4K,OLED,,,,
tablet,Amazon,6611097,305.5798172233866,594.0080351331557,2010,,,,NFC,16GB,512GB,
nevera,GE,1443649,33694.313925703456,174588.3490990864,2023,,,,,,,
parlante,Sony,2941799,21818.97441660698,1413.6169112265522,2014,,,,4G,,,
smart watch,Garmin,8362177,10344.452261514047,128.1289320605478,2005,,,LCD,WiFi,,,None
monitor,HP,3262246,12723.320316248337,6715.403056011739,2017,,,,,,,
tablet,Apple,2614170,1208.7476722609945,670.870744898807,2021,2573.0,,,WiFi,16GB,128GB,
parlante,LG,6707370,43075.573747843024,2752.9870161427107,2021,,,,,,,
audifonos,Beats,9604632,47396.82542095861,243.85293839294243,2000,,,,WiFi,,,
secadora,Whirlpool,3375926,5447.618149962182,125802.97053516434,2007,,,,,,,
mouse,Microsoft,8147289,23004.454034466493,492.8828506801461,2003,,,,,,,
parlante,JBL,5324547,42776.84990211668,2776.670144242613,2020,,,,,,,
camara,Nikon,7479133,37540.24402069442,2204.409626647949,2000,,,,,,,
mouse,Razer,6393275,16795.887301368854,336.32402576532195,2022,,,,,,,
parlante,Sony,7142828,36942.986282757614,1379.8581590336662,2000,,,,WiFi,,,
camara,Sony,4165318,47710.660508131645,2380.3174680958737,2016,,8K,,,,,
nevera,Whirlpool,5359551,38576.36660641559,164222.6105186432,2019,,,,,,,
secadora,Bosch,3012375,1863.074226612546,128505.752810913,2010,,,,,,,
audifonos,Bose,4581747,16588.396277841315,250.389938199764,2017,,,,Bluetooth,,,
teclado,Microsoft,9807522,3912.2199555891257,1126.5569610014777,2008,,,,,,,
televisores,LG,2657095,44113.33784298926,103356.37276362779,2007,,1080p,OLED,,,,
lavadora,Bosch,5801990,23614.195217274217,147607.09318305773,2007,,,,,,,
cargador,Samsung,8408795,26336.962087777807,120.13824261358695,2000,,,,,,,
secadora,Bosch,9020933,332.8776523932946,130106.58802834491,2002,,,,,,,
lavadora,Whirlpool,3159503,20797.942695930466,114173.26641543565,2003,,,,,,,
parlante,Sony,7363596,5664.291565616964,2088.0823091732914,2003,,,,WiFi,,,
cargador,Samsung,5811564,18370.062318700348,158.85876694786617,2019,,,,,,,
cargador,Samsung,203223,40307.940382678586,145.10848529165656,2023,,,,,,,
cpu,Intel,6896971,16363.064977364791,15608.819805646326,2011,,,,,,,
cargador,Belkin,8346152,47783.24775822778,152.47194128373764,2007,,,,,,,
nevera,Samsung,330305,41098.45807688014,296957.1719959555,2010,,,,,,,
smart watch,Samsung,2984295,34131.08525150389,84.19186749408712,2017,3930.0,,,WiFi,,,
smart watch,Fitbit,6441853,25655.919304981788,193.63225004695354,2001,6948.0,,LED,5G,,,IP67
laptop,HP,2807202,42572.3137238963,3542.2235118936533,2001,4584.0,,LCD,4G,16GB,512GB,
tablet,Amazon,4278450,16124.334830038184,662.3061870259456,2022,9128.0,,OLED,WiFi,16GB,512GB,
mouse,HP,8606753,13603.25796352052,289.9939660772751,2022,,,,,,,
mouse,Razer,2349938,7228.908817534353,230.6935404087234,2020,,,,,,,
celular,Huawei,1197683,27166.560038603668,321.4181235858101,2001,,,,4G,16GB,128GB,IP67
